skill_id,skill_name,aliases,description,taxonomy,original_id
SKILL_0000081,build team spirit,"design team building, plan team building, project team building, arrange team building, organise a team, build teams","Build a relationship of mutual trust, respect and cooperation among members of the same team.",esco,http://data.europa.eu/esco/skill/b19e0820-a96f-4c0a-a724-3c056180c1b3
SKILL_0000082,improvise,"demonstrate ability to improvise, show talent for improvisation",Be able to improvise and react immediately and without planning ahead to situations that you did not know before.,esco,http://data.europa.eu/esco/skill/b40584aa-7c63-4eed-9422-a9798fb95fdc
SKILL_0000083,comply with regulations,"comply with legislative provisions, work in a thoughtful manner, adhere to legislation or policies, follow directions and procedures","Comply with and respect the rules, regulations and guidelines relating to a specific domain or sector and apply them in your daily work.",esco,http://data.europa.eu/esco/skill/b618584f-6bdf-4d8f-89a7-f28c2c95afc2
SKILL_0000084,move objects,"store goods, climb, lift things, move and lift objects, load and unload good and materials, perform physical activities","Perform physical activities to move, load, unload or store objects or to climb structures, by hand or with the aid of equipment.",esco,http://data.europa.eu/esco/skill/b6bdf202-524f-475d-b813-2aa9af005c37
SKILL_0000085,conduct web searches,"use search engine, search for information online, look for information on the Internet","Search data, information and content through simple searches in digital environments.",esco,http://data.europa.eu/esco/skill/ba93b71b-c433-4a01-8246-ed2daa85a9a2
SKILL_0000086,demonstrate trustworthiness,"show credibility, be trustworthy, be honest, establish trust","Demonstrate honesty, integrity and credibility in the workplace. Show loyalty to your team and organisation and prove trustworthiness.",esco,http://data.europa.eu/esco/skill/bcf002ce-90f8-42e5-ac1b-5dba208639b0
SKILL_0000087,show entrepreneurial spirit,"identify opportunities, demonstrate entrepreneurship, display entrepreneurial spirit, reveal entrepreneurial spirit, demonstrate willingness to take risks, showing entrepreneurial spirit, demonstrate entrepreneurial spirit, showing an entrepreneurial spirit, pursue opportunities, show an entrepreneurial spirit, exhibit entrepreneurial spirit","Develop, organise and manage an own business venture, identifying and pursuing opportunities and mobilising resources, keeping in mind a profitability perspective. Demonstrate a proactive attitude and determination to achieve success in business",esco,http://data.europa.eu/esco/skill/bdcf429c-5ccf-4c3d-bb61-4c987573a35e
SKILL_0000088,report facts,"detail the facts, write minutes, give an account of the facts, communicate facts, reporting facts, report, report facts or ideas",Relay information or recount events orally.,esco,http://data.europa.eu/esco/skill/be6ab363-3de1-427f-a8ef-85d5b0250822
SKILL_0000089,apply basic programming skills,"use basic programming language skills, use query languages, use basic coding skills",List simple instructions for a computing system to solve problems or perform tasks at a basic level and with appropriate guidance where needed.,esco,http://data.europa.eu/esco/skill/bf4d884f-c848-402a-b130-69c266b04164
SKILL_0000090,build networks,"maintain networks, liaise with others, show ability to network, create networks, building effective relationships, establish contacts, make contacts, maintain contact with others","Demonstrate the ability to build effective relationships, to develop and maintain alliances, contacts or partnerships, and to exchange information with others.",esco,http://data.europa.eu/esco/skill/bf983f2a-e941-4646-811d-cc81060cb53f
SKILL_0000091,demonstrate intercultural competence,"display intercultural competence, show intercultural competence, exhibit intercultural competence, respect different cultural backgrounds, demonstrate cross-cultural competence, adapt to cultural differences, consider different cultural backgrounds, use culturally appropriate body language, show cultural competence","Understand and respect people who are perceived to have different cultural affinities, and respond effectively and respectfully to them.",esco,http://data.europa.eu/esco/skill/c10d5d87-36cf-42f5-8a12-e560fb5f4af8
SKILL_0000092,work independently,"work on your own, work autonomously, work in a self-reliant manner, working independently, work without supervision, ability to work autonomously, like to work independently, act independently, independently working","Develop one's own ways of doing things, motivating oneself with little or no supervision, and depending on oneself to get things done.",esco,http://data.europa.eu/esco/skill/c29aa9d2-4da8-4bdd-831c-8d4a2fb51730
SKILL_0000093,think innovatively,"apply innovative thinking, demonstrate pioneering spirit, think ahead, shape the future, be innovative, apply forward-thinking, invent, show innovativeness",Develop ideas or conclusions that lead to the creation and implementation of innovations or changes.,esco,http://data.europa.eu/esco/skill/c2a0c52c-0b4b-4180-a918-92650ea3b458
SKILL_0000094,demonstrate awareness of health risks,"manage health risk, know the effects of drugs and alcohol on individuals, follow work-place safety regulations, work safely with hazardous material, apply ergonomics, meet health and safety requirements","Be able to judge and manage risks to personal health, for example by following safety precautions in work practices, applying fire protection measures, respecting and applying ergonomics and taking account of the effects of drugs and alcohol on individuals, families and communities.",esco,http://data.europa.eu/esco/skill/c4180af3-befd-4bd8-9a65-6a496f9d9f15
SKILL_0000095,think creatively,"visualise completed work, anticipate needs, innovate, brainstorming, work conceptually, find new ideas, visualise completed project, use imagination, design, seek out questions, thinking creatively, experiment, think in a creative way, show originality, innovative thinking","Generate new ideas or combine existing ones to develop innovative, novel solutions.",esco,http://data.europa.eu/esco/skill/c624c6a3-b0ba-4a31-a296-0d433fe47e41
SKILL_0000096,think holistically,"apply systemic thinking, identify interrelationships, demonstrate holistic thinking, understand complexity, recognise connections, understand complex processes, apply conceptual thinking, identify key issues in complex situations","Take into account indirect and long-term consequences when planning and making decisions. Consider the effects on other people, processes and the environment and include these in your planning.",esco,http://data.europa.eu/esco/skill/d56e2c2f-3e01-4b76-a7bb-ecb6d430172f
SKILL_0000097,make decisions,"take decisions, choose, make decision, making decisions, decide, make choices",Make a choice from several alternative possibilities.,esco,http://data.europa.eu/esco/skill/d62d2b4c-a6f8-439e-8a1b-4f29ab5f2c47
SKILL_0000098,create digital content,"produce digital content, create content in digital form, edit digital content","Create and edit simple items of digital content, where needed with guidance.",esco,http://data.europa.eu/esco/skill/d822b4b2-26c7-4bd9-970d-229c6504f615
SKILL_0000099,manage time,"draw up time line, managing time, meet deadlines, plan deadlines, coordinate actions, adhere to schedules, schedule, prioritise actions, manage schedule, plan time, work out time line, set priorities, prioritise tasks, define milestones","Plan the time sequence of events, programmes and activities, as well as the work of others.",esco,http://data.europa.eu/esco/skill/d9013e0e-e937-43d5-ab71-0e917ee882b8
